#;;;;;;;;;;;;;;;
HND_reactionary;국민전선;;;;;;;;;;;;;;
HND_anarcho_liberal;자유당;;;;;;;;;;;;;;
HND_socialist;인도 국민의회;;;;;;;;;;;;;;
HND_communist;공산당;;;;;;;;;;;;;;
HND_fascist;통합당;;;;;;;;;;;;;
HND;인도;;;;;;;;;;;;;
WEDID_ISDISCREDITED_DESC;$UNTIL$[SUB_A7]W까지 발언력을 실추합니다. 우리나라가 그 배후에 있습니다.;;;;;;;;;;;;;
WEDID_ISBANNEDEMBASSY_DESC;[SUB_A7]Y$UNTIL$[SUB_A7]W까지 대사를 파견할 수 없습니다. 우리나라가 그 배후에 있습니다.;;;;;;;;;;;;;
OTHER_MUST_NEGOTIATE_WITH_WAR_LEADER;전쟁주도국인 [SUB_A7]Y$ENEMY$[SUB_A7]W과(와) [SUB_A7]Y$COUNTRY$[SUB_A7]W만이 평화조약을 체결할 수 있습니다.;;;;;;;;;;;;;
unification_humiliate_cb;패권 주장;;;;;;;;;;;;;
REMOVE_unification_humiliate_cb_desc;다른 강대국에게서 문화연합의 지휘력을 이양받습니다.;;;;;;;;;;;;;
REMOVE_unification_humiliate_cb_setup;다른 강대국에게서 문화연합의 지휘력을 이양받습니다.;;;;;;;;;;;;;
unification_humiliate_cb_short;패권 인용;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 형제 전쟁;The $FIRST$-$SECOND$ Brother's War;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 형제 전쟁;The $FIRST$-$SECOND$ Brother's War;;;;;;;;;;;;;
PRODUCTION_REQUIRED_DAILY_INPUTS;필요 일일 투입량:;;;;;;;;;;;;;
PRODUCTION_DAILY_OUTPUT;일일 생산량:;;;;;;;;;;;;;
COUNTRYALERT_NO_HasClosedFactories;파산한 공장이 없습니다.;;;;;;;;;;;;;
COUNTRYALERT_HasClosedFactories;파산한 공장 목록:;;;;;;;;;;;;;
CHI_1496;홍콩 및 마카오;;;;;;;;;;;;;;
ANY_STATE_STARTS; 주 전체;;;;;;;;;;;;;
indian_sepoys_title;세포이 반군;;;;;;;;;;;;;
indian_sepoys_name;인도인 세포이;;;;;;;;;;;;;
indian_sepoys_desc;세포이는 페르시아어로 군인을 뜻하는 '시프하이'에서 온 말로, 유럽 강대국들이 고용한 인도인 용병들을 일반적으로 가리키는 용어입니다. 1857년 영국 동인도회사가 고용한 많은 세포이들이 영국 통치에 대항해 '세포이 반란' 또는 '제1차 인도 독립전쟁'이라고 불리는 반란을 일으켰습니다. 세포이들은 식민지 지배로부터 인도의 자유를 위해 싸웁니다.;;;;;;;;;;;;;
indian_sepoys_army;세포이 반란;;;;;;;;;;;;;
HND_ADJ;인도령;;;;;;;;;;;;;
ALD;알제리;;;;;;;;;;;;;
REMOVED_BUDGET_CANT_LOAN_DESC;은행들은 이자 지불을 이행하고 적대적이지 않은 경우에만 돈을 빌려줍니다. 추가적으로 외국 은행들은 보안상의 이유로 총 가용자금의 $MAXLOAN$% 이상은 빌려주지 않습니다.;;;;;;;;;;;;;
WE_ARE_DISCREDITED;발언력 실추;;;;;;;;;;;;;
INFLUENCE_NEIGHBOUR;인접국;;;;;;;;;;;;;
INFLUENCE_OTHER_CONTINENT;대륙 다름;;;;;;;;;;;;;
INFLUENCE_RELATIVE;총점 비교;;;;;;;;;;;;;
INFLUENCE_AT_MAX;이미 영향력을 최대([SUB_A7]Y$MAX$[SUB_A7]W)로 투사하고 있습니다.;;;;;;;;;;;;;
DIPLOMACY_DAILYINFLULENCE_GAIN;매일마다 [SUB_A7]Y$COUNTRY$[SUB_A7]W에 영향력을 [SUB_A7]Y$NUM$[SUB_A7]W 투사합니다. 기본 영향력 증가량은 [SUB_A7]Y$BASE$[SUB_A7]W입니다.;;;;;;;;;;;;;
DECL_WAR_NO_VASSAL;[SUB_A7]Y종속국[SUB_A7]W/[SUB_A7]Y자치령[SUB_A7]W에게는 전쟁을 선포할 수 없습니다.;;;;;;;;;;;;;
austrian_form_south_german_confederation_title;남독일 연방;;;;;;;;;;;;;
austrian_form_south_german_confederation_desc;프로이센-프랑스 전쟁 이후 독일 제국 선언이 있기 전까지 독일은 통일되지 않았으나, 1848년 프랑크푸르트 회의 이후 민족주의가 부상하면서 상황이 바뀌었습니다. 남독일 국가들 사이에서 우세한 위치를 차지해 남독일 연방을 구성합시다.;;;;;;;;;;;;;
OL_HOSTILE_SIEGES;적군 점령;;;;;;;;;;;;;
OL_VIEW_HOSTILE_SIEGES;[SUB_A7]Y적군 점령[SUB_A7]W의 표시를 전환합니다.;;;;;;;;;;;;;
civil_war_setup;전 국토를 통일해 전쟁을 끝냅니다.;;;;;;;;;;;;;
POOR_MILITANCY_MORE_THAN; 하류층 불만도 > ;;;;;;;;;;;;;
MIDDLE_MILITANCY_MORE_THAN; 중류층 불만도 > ;;;;;;;;;;;;;
RICH_MILITANCY_MORE_THAN; 상류층 불만도 > ;;;;;;;;;;;;;
POOR_MILITANCY_LESS_THAN; 하류층 불만도 < ;;;;;;;;;;;;;
MIDDLE_MILITANCY_LESS_THAN; 중류층 불만도 < ;;;;;;;;;;;;;
RICH_MILITANCY_LESS_THAN; 상류층 불만도 < ;;;;;;;;;;;;;
PRODUCTION_SORT_BY_AVAILABLE_WORKFORCE_TOOLTIP;[SUB_A7]Y$TYPE$[SUB_A7]W 실업자 순서대로 정렬합니다.;;;;;;;;;;;;;
PRODUCTION_SORT_BY_AVG_INVESTORS_TOOLTIP;주의 평균 [SUB_A7]Y$TYPE$[SUB_A7]W 순서대로 정렬합니다.;;;;;;;;;;;;;
PRODUCED_DETAIL;국내 총유통량: $VAL$;;;;;;;;;;;;;
TRADE_AVAILABLE;유통;;;;;;;;;;;;;
SPA_2517;미크로네시아;;;;;;;;;;;;;;
hungarian_culture_group;헝가리;;;;;;;;;;;;;;
polish_culture_group;폴란드;;;;;;;;;;;;;;
czecho_slovak_culture_group;체코-슬로바키아;;;;;;;;;;;;;;
DZG_ADJ;단치히령;;;;;;;;;;;;;
EVTNAME13201;$COUNTRY$ 외교단 포위!;;;;;;;;;;;;;
EVTDESC13201;$FROMCOUNTRY$에서 도착한 소식에 따르면 그들이 우리 대사를 국외로 추방했으며, 동시에 군대를 동원해 대사관을 포위했다고 합니다. 해당 사건은 우리나라의 국제적 위신에 매우 큰 타격을 줬습니다. $FROMCOUNTRY$에 대한 공식적인 선전포고만이 더이상의 위신 하락을 피하는 길입니다. 어떻게 하시겠습니까?;;;;;;;;;;;;;
EVTOPTA13201;결단코!;;;;;;;;;;;;;
EVTOPTB13201;$FROMCOUNTRY$은(는) 잠자는 사자다. 그들이 깨어나서는 안된다.;;;;;;;;;;;;;
annex_core_country;질서회복;;;;;;;;;;;;;
annex_core_country_short;$RECIPIENT$ 합병;;;;;;;;;;;;;
annex_core_country_setup;$RECIPIENT$을(를) 합병합니다.;;;;;;;;;;;;;
annex_core_country_desc;전국이 우리나라의 영유권에 속한 [SUB_A7]Y국가[SUB_A7]W를 합병합니다.;;;;;;;;;;;;;
liberal_rebels_title;자코뱅파 반군;;;;;;;;;;;;;;
liberal_rebels_name;자코뱅파 반군;;;;;;;;;;;;;;
liberal_rebels_desc;자유주의자 모임인 자코뱅파 반군은 투표권 확대를 요구합니다. 전제군주제 하에서는 입헌군주제를 실현하려 하며, 이외의 통치체제에서는 민주주의를 실현하려 합니다.;;;;;;;;;;;;;;
liberal_rebels_army;공화국 수비대;;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
NOT_ENOUGH_FOR_BRIGADE;여단을 충분히 동원하지 못했습니다.;;;;;;;;;;;;;
