EVTDESC500001;최근 전쟁이 끝난 후 폴란드 및 제국 내 기타 지역의 신민들이 동요하기 시작했습니다. 폴란드인 청년들이 $COUNTRY$군 징집에 반대하는 즉흥적인 시위를 일으키면서 폴란드인들이 봉기를 시작했습니다. 그러자 곧 폴란드-리투아니아 출신 고위 장교들과 다양한 정치인들이 합류했습니다. $YEAR$년 1월부터 지금까지 바르샤바에서만 116개의 시위가 열렸습니다. 이러한 움직임의 대부분은 $COUNTRY$군과의 충돌을 빚었습니다. $COUNTRY$ 경찰의 방해에도 불구하고, 찬송가를 부르는 폴란드인들과 리투아니아인들의 상징적인 만남이 중요한 강을 가로지르는 다리에서 열렸습니다. 군중들은 리투아니아어와 벨라루스어로 <하느님은 폴란드를 도우소서>를 제창했습니다. 이에 앞서 $YEAR$년 $COUNTRY$ 정부는 코브노, 그로드노를 비롯한 폴란드 주요 도시에 비상사태를 선포했습니다. 공개 집회를 금지하는가 하면 일부 집회지도자를 가리켜 범법자라 선언했습니다. 상황이 무정부상태로 이어질 것 같습니다.;;;;;;;;;;;;;
EVTOPT500001A;즉시 진압한다.;;;;;;;;;;;;;
EVTOPT500001C;그들에게 자유를 허한다.;;;;;;;;;;;;;
EVTOPT500001D;폴란드로 전진!;;;;;;;;;;;;;
EVTNAME500002;폴란드인 봉기;;;;;;;;;;;;;
EVTDESC500002;$FROMCOUNTRY$ 내 폴란드인들이 옛 폴란드-리투아니아 영토 내의 다른 민족들과 함께 $FROMCOUNTRY$ 정부에 반대하는 봉기를 시작했습니다. 일부 국민이 폴란드의 자유를 지원하자 외치지만, 이 문제에 대해 중립을 지키킨다면 어떤 문제도 없을 것입니다.;;;;;;;;;;;;;
EVTOPT500002A;폴란드인을 성심성의껏 돕겠다.[SUB_A7]R(20,000[SUB_A4] 를 지불 또는 빌립니다)[SUB_A7]W;;;;;;;;;;;;;
EVTOPT500002B;$FROMCOUNTRY$의 행동을 규탄한다.;;;;;;;;;;;;;
EVTOPT500002C;중립을 지킨다.;;;;;;;;;;;;;
EVTOPT500002D;$FROMCOUNTRY$ 지지를 표명한다.;;;;;;;;;;;;;
EVTNAME500003;폴란드인 반란 진압;;;;;;;;;;;;;
EVTDESC500003;$COUNTRY$군 병력이 폴란드인 반란의 주범인 로무알트 트라우구트 장군과 폴란드 정부 요원 4명을 체포해 바르샤바 성채에서 처형했습니다. 반란 도중 벌어진 여러 전투와 교전에서 약 25000명의 폴란드인들이 목숨을 잃었습니다. $COUNTRY$ $MONARCHTITLE$는 폴란드를 $COUNTRY$ 영토의 필수적인 부분으로 규정한 법률과 칙령을 통과시켰으며, 이제 남은 것은 반군의 운명을 결정짓는 것 뿐입니다.;;;;;;;;;;;;;
EVTOPT500003A;가혹한 보복을 보여주겠다.;;;;;;;;;;;;;
EVTOPT500003B;관대하게 대하겠다.;;;;;;;;;;;;;
EVTNAME132002;$FROMCOUNTRY$ 정부 전복;;;;;;;;;;;;;
EVTDESC132002;$FROMCOUNTRY$의 괴뢰정부가 전복당했으며 신정부는 이제 어떠한 명령도 받지 않겠다고 선언했습니다.!;;;;;;;;;;;;;
EVTNAME4661006;볼리비아-아르헨티나 국경조약;;;;;;;;;;;;;
EVTDESC4661006;볼리비아와 아르헨티나의 국경은 오랫동안 양국 독재자의 영향을 받아 수차례 서로의 국경 밖에 습격을 가하거나 정복을 일삼았습니다. 그러던 중 볼리비아가 아르헨티나 독재자의 볼리비아 농촌 습격 예방을 명분으로 아르헨티나의 코치노카를 정복했습니다. 최근의 전쟁 후에 아르헨티나는 코치노카와 타리하를 다시 차지했는데, 후에 일부 아르헨티나 북부 군벌이 아르헨티나의 일부로서 영유권을 주장했으나 해당 지역은 오랫동안 볼리비아의 지배를 받아왔으며 주민 대다수도 볼리비아인입니다. 전후 평화회담에서 우리 외교단은 양국의 국경 합의 문제를 제기했습니다. 외교단의 계산으로 얻을 수 있는 최선의 거래는 그들의 타리하 반환 및 영유권 포기를 대가로 코치노카, 우키아, 후후이, 살타에 대한 $COUNTRY$의 모든 영유권을 포기하는 것입니다;;;;;;;;;;;;;
EVTOPT4661006A;제안을 하나 하겠다.;;;;;;;;;;;;;
EVTOPT4661006B;영유권을 포기할 수는 없다.;;;;;;;;;;;;;
EVTDESC4661007;볼리비아와 아르헨티나의 국경은 오랫동안 양국 독재자의 영향을 받아 수차례 서로의 국경 밖에 습격을 가하거나 정복을 일삼았습니다. 그러던 중 볼리비아가 아르헨티나 독재자의 볼리비아 농촌 습격 예방을 명분으로 아르헨티나의 코치노카를 정복했습니다. 최근의 전쟁 후에 아르헨티나는 코치노카와 타리하를 다시 차지했는데, 후에 일부 아르헨티나 북부 군벌이 아르헨티나의 일부로서 영유권을 주장했으나 해당 지역은 오랫동안 볼리비아의 지배를 받아왔으며 주민 대다수도 볼리비아인입니다. 전후 평화회담에서 볼리비아 외교단은 양국의 국경 합의 문제를 제기했습니다. 그들은 $COUNTRY$의 타리하 반환 및 영유권 철회를 대가로 코치노카, 우키아, 후후이, 살타에 대한 볼리비아의 모든 영유권 포기를 제안했습니다.;;;;;;;;;;;;;
EVTOPT4661007A;그 제안을 받아들이겠다.;;;;;;;;;;;;;
EVTOPT4661007B;전리품을 포기할 수는 없다.;;;;;;;;;;;;;
EVTNAME4661008;아르헨티나의 국경조약 수락;;;;;;;;;;;;;
EVTDESC4661008;아르헨티나가 제안에 동의하면서 타리하를 반환했습니다.;;;;;;;;;;;;;
EVTOPT4661008A;좋은 소식이다!;;;;;;;;;;;;;
EVTNAME97051;새로운 수도!;;;;;;;;;;;;;
EVTDESC97051;페루-볼리비아 연방 붕괴 이후 신임 볼리비아 대통령이 추키사카시를 볼리비아의 수도로 지정하고 도시의 이름을 혁명 지도자 안토니오 호세 데 수크레를 기리는 이름으로 개칭하는 법을 선포했습니다.;;;;;;;;;;;;;
EVT970501PTA;볼리비아의 영광을 위하여!;;;;;;;;;;;;;
EVTPDII50000;공화주의자 정변;;;;;;;;;;;;;
EVTDESC50000;노예제 종식은 정치적, 경제적, 사회적 권력을 지닌 부유하고 유력한 커피 농부들의 공화주의에 대한 노골적인 지지 전환으로 귀결했습니다. 공화주의자의 반발을 피하기 위해 정부는 일련의 융자를 도입하고 군사정책 및 지주를 달랠 개혁을 채택했습니다. 정부의 조치는 민간인 공화주의자 및 군부 내의 실증주의자를 놀라게 했습니다. 그들은 개혁이 자신의 목표에 대한 지지를 감소시킬 것이라고 보고, 더 많은 행동을 취하도록 대담해졌습니다. 그들에게 개혁은 '지금이 아니면 안된다'의 사례로 남았습니다. 비록 브라질 국민 대다수는 정부 형태 변화에 대한 열망이 없었지만, 공화주의자들은 군주정을 전복하기 위해 실증주의자 장교들을 압박하기 시작했습니다. 그 결과 $YEAR$년 실증주의자들이 정변을 일으켜 공화국을 설립하려 시도했습니다. 페드루 2세는 결과에 무관심한 듯 아무런 감정도 보여주지 않았습니다. 그는 단지 다음과 같은 논평만 했습니다.;;;;;;;;;;;;;
EVTOPTA50000;이대로라면 은퇴하겠다. 일을 너무 많이 해서 피곤해다. 짐은 이제 쉬도록 하겠다.;;;;;;;;;;;;;
EVTOPTB50000;반군을 분쇄하라!;;;;;;;;;;;;;
vargastitle;헤툴리오 바르가스 부상;;;;;;;;;;;;;
vargasdesc;바르가스는 히우그란지두술의 유력 정치가문에서 태어났습니다. 1922년에 이르자 주 정치계에서 급부상한 그는 4년 동안 국민의회에서 활동했습니다. 1926년에는 와징그통 루이스 페레이라 지 소자 대통령의 내각에서 재무장관에 올랐고, 1928년 히우그란지두술 주지사로 선출될 때까지 이 직책을 유지했습니다. 1930년에는 브라질 대통령 선거에서 후보로 나섰으나, 낙선하고 말았습니다. 이후 패배를 인정하는 듯 보였지만 그 해 10월 친구들과 함께 조직한 혁명을 주도하여 과두정을 전복했습니다. 그는 이후 15년 동안 독재권력을 대부분 장악하고서 의회 없이 국가를 통치했습니다. 그는 1930년 11월 3일부터 1934년 7월 17일까지 임시 대통령으로서 단독으로 권력을 유지했습니다.;;;;;;;;;;;;;
vargasopt1;당신은 정부와 함께 있다. 내일은 당신이 정부가 되겠군.;;;;;;;;;;;;;
vargasopt2;커피정책이 승리할 것이다! 이 말도 안되는 정변을 진압하라!;;;;;;;;;;;;;
EVTNAME50009;안디노스의 부상;;;;;;;;;;;;;
EVTDESC50009;EVTDESC50009;베네수엘라 역사의 흐름은 20세기 초에 현저하게 바뀌었습니다. 1899년 안데스 타치라 출신 독재자인 시프리아노 카스트로가 휘하의 지방군과 함께 카라카스를 점령하고 대통령직을 장악했습니다. 그 결과 같은 타치라 출신 장군 5명이 연속적으로 59년 동안(1945-48년 제외) 국가를 지배했습니다. 최장기 통치자는 후안 비센테 고메스 장군입니다. 고메스는 효율적이지만 무자비한 독재자였습니다. 선거를 조작하고, 모든 체계적인 정치활동을 금지하고, 임명권을 독점함으로써 완전히 복종적인 입법 및 사법 구조를 확립했습니다.;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME50009OPTA;강력한 독재자들에게 저항할 수 없다.;;;;;;;;;;;;;
EVTNAME50009OPTB;반드시 저항해야 한다!;;;;;;;;;;;;;
